species	genus	type	hi
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.0175
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.6922
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.7781
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.5021
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.3327
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.0340
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.8626
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.5867
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.6998
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.4983
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9908
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7149
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.3025
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.0599
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.6156
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.3104
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.4643
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.1820
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.7408
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.4649
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.7691
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.5266
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9492
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.6732
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	16.0747
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	17.8322
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.0639
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.8402
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.8124
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.5636
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.5864
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.3439
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.7045
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.4620
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.8787
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.6027
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9211
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.6452
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9908
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7149
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.3025
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.0265
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.9451
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.6963
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	16.0337
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	17.8322
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9555
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7066
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.7454
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.4694
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.9812
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.6489
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.7454
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.4694
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.7268
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.4508
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.2527
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.9767
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.7045
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.4286
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.0980
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.7657
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.8319
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.5894
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9789
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7363
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9908
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7483
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.4083
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.0829
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.4083
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.0829
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.7704
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.5279
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9492
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.6732
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.1351
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.8299
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.0390
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7339
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.9992
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.6940
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.6349
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.3589
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.0319
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7893
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9789
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7363
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.4946
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.2186
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.0319
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7893
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.4597
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.1886
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.8265
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.4968
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.4332
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.1552
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.4695
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.1872
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.6401
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.3104
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.8032
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.5272
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.6352
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.3300
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.7682
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.4386
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.1390
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.8402
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.2576
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.9588
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.1390
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.8402
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.4778
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.1790
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9789
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7363
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9789
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7363
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.0181
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7339
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.0633
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.7337
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.6592
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.3295
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.4604
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.1552
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.7728
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.4968
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.2796
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.0447
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.5649
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.3300
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.4409
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.1295
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.4332
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.1552
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.2765
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.0340
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9908
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7149
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.7559
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.4262
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.9260
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.6395
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.3090
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.9767
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.0351
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7363
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.2466
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.9643
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9789
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7363
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9789
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7363
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9148
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.6161
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.6415
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.3656
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.2924
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.0165
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.5864
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.3439
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.3025
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.0265
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.6161
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.3923
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.8752
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.5971
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9908
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7149
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.7045
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.4286
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9908
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7149
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.3881
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.1164
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.6156
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.3104
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.4312
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.1886
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.4216
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.1456
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.8706
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.6280
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.2527
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.9767
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.5239
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.2480
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9951
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.6732
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9492
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.6732
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.5039
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.2802
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9908
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7149
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9575
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.6732
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.7691
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.4931
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.1439
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.8388
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9908
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7149
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.9562
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.6240
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.0661
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7339
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.9874
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.6552
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.9874
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.6552
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.0244
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.6922
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.9874
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.6552
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.9562
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.6240
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.9562
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.6240
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.6364
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.3938
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.0661
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7339
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.9451
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.6963
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.1319
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.8893
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9492
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7066
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.7691
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.4931
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9765
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.6922
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.8977
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.6963
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.8456
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.5696
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.7781
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.5021
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.5039
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.2802
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.5039
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.2802
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.5039
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.2802
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9908
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7483
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.9388
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.6963
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.3327
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.0340
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.5039
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.2802
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9492
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.6732
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.3025
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.0265
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.2924
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.0165
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.5864
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.3439
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.5584
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.2824
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.0200
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7483
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.3025
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.0599
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.2819
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.9767
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.0389
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.7337
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9492
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7066
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.9249
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.6489
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.9388
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.6963
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9951
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.6732
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.7122
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.4697
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.0200
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7149
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.1351
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.8299
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.7337
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.4286
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	14.5239
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	16.2480
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.0390
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7339
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.9451
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.6963
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.6765
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.4005
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.2765
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.0005
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.0319
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7893
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9908
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7483
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.0390
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7339
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.4151
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.0829
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.0390
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7339
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.5039
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.2802
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.5039
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.2802
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9601
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7363
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.5039
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.2802
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.1351
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.8299
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.0390
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7339
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.4375
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.1552
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.6352
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.3300
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.1351
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.8299
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.1351
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.8299
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.4375
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.1552
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.0390
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7339
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.6857
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.4620
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.4375
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.1552
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.7408
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.4356
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.1351
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.8299
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.5039
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.2802
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.5039
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.2802
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.5039
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.2802
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.1351
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.8299
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.5039
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.2802
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9908
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7483
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.6352
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.3300
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.7791
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.4968
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.5039
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.2802
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.0390
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7339
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.5039
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.2802
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.5039
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.2802
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.5039
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.2802
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.1351
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.8299
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9601
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7363
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.5039
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.2802
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.5039
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.2802
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9601
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7363
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.1351
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.8299
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.1351
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.8299
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.0390
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7339
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.1351
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.8299
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9601
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7363
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.5039
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.2802
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.0390
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7339
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.4225
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.1988
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.5039
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.2802
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.5227
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.2468
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.1351
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.8299
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	12.9601
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7363
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.6352
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.3300
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.5039
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	15.2802
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.1351
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.8299
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.0390
s__Enterobacter hormaechei_A	g__Enterobacter	hic2	14.7339
s__Enterobacter hormaechei_A	g__Enterobacter	hic1	13.4375
